"wallet_address","token_address","gross_profit","realized_profit","realized_profit_percent","unrealized_profit","unrealized_profit_percent","win_rate","wins","losses","trade_volume","trades","avg_trade_size","is_bot"
CCu96pQF3cjA2eoYi2CQyEhAjbLKFXbDxMq5E4d1fpgM,"6hfajiuutxfzefmdkqsnbvfe6i95nh2wuvj5dwmf7gtw",27160.00,-15081.00,-32.49,2.78,0.01,6.67,1,14,119000.00,142,839.00,0
CECN4BW4DKnbyddkd9FhWVR5dotzKhQr5p7DUPhQ55Du,hqsunyltoccw42ghpj8miszn2ztggadfp44k8quylofh,53554.00,22672.00,6.30,-356.09,-0.10,45.07,32,39,737000.00,976,755.00,0
CEEXTqHaqbVriXoW4uvdaPShkMaHg9AWnFXLS1nS887C,"9fvcekjnhwrdrfqi9vqcum3jxmdjrgmfmsdo4vhy3h72",305367.00,17589.00,0.28,47747.00,0.76,74.72,198,67,13000000.00,21000,595.00,1
CeVZp98XsQTqWMRbnrbxdSxKiR2WGpNRYLXzLKszHZWY,dmu6p74f6qkrdnd83ryxy5r6szbhgpxfzwbc5dthepff,38477.00,32111.00,35.70,-5723.30,-6.36,9.09,1,10,206000.00,82,2500.00,0
CexVTtwFKEXU9FaxY28Ub3gCppZF3F6cuxPHZVoLKSJH,epvwqejcnenvsnyecma2955bgtqjk2ptxuggrvtiffg2,70325.00,3294.40,3.28,-6750.70,-6.73,56.25,9,7,202000.00,269,750.00,0
CeZbzsqje88U7GCCrAiGUr5BrZrBJ3AkQMyG9aggDiqQ,dmafl613xtipua3jfnyczavwt7xsiyf9cr3qmrmzqhb6,35366.00,-9.04,-0.02,-404.99,-0.80,49.43,43,44,126000.00,862,146.00,0
Cf17R92GajJxo5RQ8K9dfZeJV6FT2eKCHrvCoa8buE3h,cpsmssqi3p9vmvnqxrdwvbsbcwyuhbggncrw7morbq3g,71670.00,0.00,0.00,-32965.00,-51.42,0.00,0,1,136000.00,50,2700.00,0
Cf4doRqidPeoJfptWeRQp9HxRjT8GVUaqVUeSmGKJsKK,grk5zr5lbnwlsda45pskc81dmn9ycmge5cirxujthkrl,11904.00,-992.27,-5.48,-1.90,-0.01,45.45,5,6,47000.00,51,929.00,0
CF5bGuQ2s7tzz7HwdTpxpy92fjrchf7M2MdWvEmJX9n8,"7cckzmrxbpfhwyzgpqpukl6beywaetsnhwnwe3jenevc",302726.00,12911.00,5.93,22186.00,10.19,42.11,8,11,613000.00,432,1400.00,0
CFtKT7xX38PA5Gj6r1dJ4EFnuwowLZ1UcAw7Fo8QEHF7,"4xuurg5a7vhpotaahf5fm9ycppbcwdnjsmmyu61sh6qr",16662.00,0.00,0.00,0.00,0.00,0.00,0,0,17000.00,11,1500.00,0
CgFiqg6Gky7ZhjEnXYSDGLca4mm7rtugKpmqNKcqNei7,"9d9mb8kooffad3sctgztkxqypkshx6ezhbkio89ixyy2",3319454.00,-1217.90,-6.75,-94.39,-0.52,33.33,2,4,3300000.00,73,46000.00,0
CGwY79HjEJsFY7ZhRZqhsTqnJQJHgzoQ4WJd9dEoeMM,dxuzkwqyuyzmjqhpjedvanghng4r8vq2om6dyry3q2kz,41167.00,16612.00,22.54,-15809.00,-21.45,40.91,9,13,155000.00,127,1200.00,0
Cheng8f3MVqCR6dScZgyqiodDzHzwwofXi1jcLnwYYCs,"8ngjonmzwid3dg31nkzhawajbts1urxggebkztskbxsd",38188.00,19.96,0.67,0.00,0.00,60.00,3,2,44000.00,612,72.00,0
Chf4nDdeFYaANU9HgaNjnLFkdcGdhwMahmQcBRURapFX,j3s2eabdxatejd9nghavsrv88pugsqwmrggywxoel587,2086.40,2086.40,19.94,1169.70,11.18,66.67,4,2,15000.00,38,399.00,0
CHHz4FJ3KebLApMD9wUhWbSNSzGaQdWuTR3knedSWCRD,"5dt1rtljtcozawmrahpinwiffhjhswnxiwq3f2w7zshn",31738.00,14708.00,21.73,65.38,0.10,52.00,26,24,162000.00,737,220.00,0
CJTJL9KvFhWS7GJvDgiUfd8xbwDTVTrzCnaHNt5N2SWc,"6wy9wxyct5a1mgyjixfnmi3swgnugzdjy75jepvsr2mg",5176.10,-1517.80,-5.18,-1640.30,-5.60,27.27,6,16,62000.00,112,550.00,0
CKBCxNxdsfZwTwKYHQmBs7J8zpPjCjMJAxcxoBUwExw6,"58fzjmbx5patnfjpqwwsqkvfprkptkbb5r2vcw4qq3z9",5117859.00,11584.00,0.12,-242849.00,-2.46,41.38,144,204,23000000.00,90000,257.00,1
CKH1LDzvVCGz2CbnRJJEzSNnJfDPiSLB6js59UBLBtEy,"8gahtmxsxnmsx4dtwrgwepro3khn9regldjy8xq9c5fr",-2327.50,-5999.90,-6.12,-1256.70,-1.28,23.91,11,35,170000.00,668,255.00,0
CkJqCmWWaqTx3cs26LFE5jUiHhJjXdCrPtjvQWEUimzS,"4bn7ow3iynapgdhwhs8zlvw8ytuutboqdn95rfeusr9d",61012.00,0.00,0.00,0.00,0.00,0.00,0,0,61000.00,184,332.00,0
CKPA28uFGyhFXawVaZ6of8cRNS944M4vEcyzYEqgBgVL,hqsunyltoccw42ghpj8miszn2ztggadfp44k8quylofh,29861.00,29861.00,92.21,9037.60,27.91,66.67,8,4,84000.00,45,1900.00,0
Cm4NYCUZdz46EKJDvrAMf75rx7f4PwVSg8th9UvcQvPP,"1ptwwxev41ssw6nvwwe4aqkfrn6j3jwe7andlehdsfm",14981.00,3736.30,5.10,154.83,0.21,32.26,20,42,161000.00,791,203.00,0
CmDQ4s29AY26K4xRD9vDAZkxDnPoZtprSZ5xpggfaRNR,nn9vmhjtqgg9l9f8sp3geufwc5zvuhradcwehh7n7di,94147.00,0.00,0.00,0.00,0.00,0.00,0,0,208000.00,19,11000.00,0
cMLYmrHyqzdMS2yhuwTyBkd4QZrxRq8YJcpGrDHjz6c,"9sef2pwchp9qb6rfanp6rvuevu8hpmza4tnsyzwipgme",4167.30,920.46,98.52,0.00,0.00,100.00,2,0,6000.00,8,754.00,0
CnBYrX1tPQk49feDobazzGgwJfDp2opULbtrTHTRaTPB,"2kuebor9p8e2yvgcund9ipmhgm9nl4pg11zeeoqvqzwg",143974.00,0.00,0.00,0.00,0.00,0.00,0,0,144000.00,4,36000.00,0
CnnKpQQaSPkE1igojEwb4CRLe4RqHBSa2sBBtZvsVjeK,"6wftd8otqyx98jokh7fw816vdwzb2cud8tclyjpfzggd",24261.00,3162.60,0.90,-3278.60,-0.93,17.59,19,89,683000.00,1400,493.00,1
CNR63LWCZJQCxvbEm2aTYcqmkvUr2ikXRFnykZaM8WPu,"7dvri3qjyd3uobszl3zth8vscgu6r6r2nvfsh7uvfdte",62738.00,0.00,0.00,0.00,0.00,0.00,0,0,63000.00,12,5200.00,0
CPH6TvBjfAxXcmce6WFJgfWQwa3NnCfkbbhdSqe2XtK3,hqsunyltoccw42ghpj8miszn2ztggadfp44k8quylofh,14678.00,8547.90,21.95,399.03,1.02,53.85,7,6,88000.00,68,1300.00,0
CQwT1byuHgjKnL6vzmuNaAywKfDBVxDmFVgsQDBWxcWt,"6sekz73vph5afymqtzav6h5vaqqlz2c8wqecq6mhlqfk",83846.00,3913.10,0.62,-2910.10,-0.46,71.08,118,48,1300000.00,5700,226.00,1
CreQJ2t94QK5dsxUZGXfPJ8Nx7wA9LHr5chxjSMkbNft,bzc9nzfmqkxr6fz1dbph7bdf9broyef6pnzesp7v5iiw,3908552.00,958954.00,0.48,-1181407.00,-0.59,64.00,16,9,402000000.00,465000,864.00,1
CRFkv5yLYtbDrBbhYvzq3KT7yugCabmrj1x1hnCsgPi,"7dvri3qjyd3uobszl3zth8vscgu6r6r2nvfsh7uvfdte",46707.00,0.00,0.00,0.00,0.00,0.00,0,0,47000.00,11,4200.00,0
CsnHwVQGouMfYcHwuvEDDWwBk59p7vsZXTCinohGMZVz,ats4h3anceuhlifun8gh8tltuf4xzprxyv4b9rbfe2wm,94587.00,-5020.60,-9.53,0.00,0.00,27.50,11,29,200000.00,455,439.00,0
CSny89mZb8JCHoWSuLRvykZnJZyWTNKYNxvpqLBT5nPD,"4tk5kfz9fab3ytx9k1fiyssm7njfvayseg32dqcj82t4",19385.00,2104.00,1.91,342.37,0.31,31.58,60,130,236000.00,2000,120.00,0
CUFsYGdffCvYq4y1FE8ZR9gUoZdyy8upyM2vLn7FZv9j,gdfcd7l8x1giudfz1wthnheb352k3ni37rswtjgmglpt,35220.00,13500.00,12.13,487.33,0.44,33.33,55,110,254000.00,1200,205.00,0
CUnovtRHzkLDXhRuJm3a9FjhdVdyY1KcySRPdiomiQDD,"4bn7ow3iynapgdhwhs8zlvw8ytuutboqdn95rfeusr9d",1196861.00,-37349.00,-4.81,-67117.00,-8.64,34.90,119,222,2500000.00,7900,309.00,1
CUUdSauxhb61ogjvKv8qPCx2eWBuUAEq7w6BM3ZRRrho,"8ngjonmzwid3dg31nkzhawajbts1urxggebkztskbxsd",27134.00,9516.00,38.39,-1946.30,-7.85,65.22,15,8,74000.00,102,725.00,0
CvPnyeAusCaX4bdc2U5GgPFBmEny1j8EhEdHSEvZxrGt,bmsze6tkzyskys1patpkryyazgdxwfxdia4buvlg9agy,179221.00,-2768.60,-2.88,-7456.00,-7.75,17.65,3,14,321000.00,164,2000.00,0
CwA7M5VphWjrHVBAvJQM5FNaYjBVmiqEHb7XvEp9XaPj,"4ekv3ysaehkqxcerltencrybaxnesad8t8pcg9agjdst",24504.00,1995.30,14.00,5768.00,40.46,57.14,4,3,43000.00,37,1200.00,0
CWo2bpMQCEgzwuLmVY5p3JDPKDt43AwfLT1sApa1SnFv,arncjtbx6tmf6g8fec2hxyrd7xdypnudexurz1ewszaw,18205.00,1738.70,18.21,-10.77,-0.11,31.58,6,13,37000.00,299,125.00,0
CX5egGsz81mi3JKEiDA1cnZ9YegFpMGaUfzrZbVEWASY,hsemlnpwz3fk9innmpucxs6nsqoi7y3n941exyz9anbq,147107.00,-13713.00,-5.99,0.00,0.00,0.00,0,1,605000.00,466,1300.00,0
CXBF1Wqh9yto3AioiPU6xrrVRfPAbaWMoT1ebTHST7YP,"4tk5kfz9fab3ytx9k1fiyssm7njfvayseg32dqcj82t4",2909.70,-312.18,-29.94,-0.20,-0.02,0.00,0,8,4800.00,33,146.00,0
CxLqd89BRrFBSvfxiFmTDgx3yRCoWvxbKLFvoeiBLwU1,"4bn7ow3iynapgdhwhs8zlvw8ytuutboqdn95rfeusr9d",3199144.00,-2968.50,-3.44,-4330.20,-5.01,25.81,8,23,3300000.00,8400,393.00,1
CxsWwH5xUf1XNa5JKcR6Rr8wUT2PPMZDu6YDUgE3qv51,"83g6vzjzlrcnhbslatj94vcprimyyqwun6zfl11mcadl",72391.00,731.94,1.68,-1090.30,-2.50,40.00,2,3,155000.00,68,2300.00,0
CY7Z9oVW1wgY2hjcfajwD84P4UCD3TbrFqp2w3WzEoxr,a143tyyy9h9mzksvbkbfqvbik3rdurpfbdlttfswnvua,76084.00,-7417.60,-6.76,3155.20,2.88,28.09,25,64,293000.00,949,309.00,0
D1H83ueSw5Nxy5okxH7VBfV4jRnqAK5Mm1tm3JAj3m5t,"9zglmavcxc7u6zhg8hmsau6aujrq8pnm8kl4edjdyju9",26552.00,-33858.00,-35.78,-494.69,-0.52,37.50,9,15,214000.00,112,1900.00,0
D2ezxGUFkpfLDjv9of4LKeXiFhxePudMcTBxTCPP3zM5,hgrvezf83hm2x5hovx9ec2cbiajtmwfhk6vcuplh4ydy,11422.00,0.00,0.00,0.00,0.00,0.00,0,0,12000.00,3,3800.00,0
D2QiYW1GYjguS9786jTyS4RJYYVeWfHe9GLo2PTLonXB,"61k5vczcbdxpdd8evk6kq4efdgxc7ktrneyb4zwettsx",-15250.00,-42745.00,-23.69,-5.24,0.00,13.89,5,31,342000.00,233,1500.00,0
D3cSXnHiNbGYYLudrtJcKfDhiHnHwmQ1Ev1CevVkRJpt,"4coxh8r1qbbazxrftax8hdanue9uqpjc1tpczwaytpdi",5831.70,2157.10,12.85,-1.40,-0.01,48.84,21,22,37000.00,235,158.00,0
D4haYz59qKoEW7H6DKyeTXxvzNi24mvSxPAvQwmLcnhc,dmafl613xtipua3jfnyczavwt7xsiyf9cr3qmrmzqhb6,14337.00,-166.93,-3.59,0.00,0.00,40.00,2,3,22000.00,18,1200.00,0
D4hy7BoxgrJECaE3eS8nUFd4HjqcDimNADp8Un2kkhA8,"8n5vs5asyqxrkvl73k9m6hvtkzwmeubsdkzql2mbddy4",68848.00,326.62,10.59,0.00,0.00,100.00,1,0,75000.00,93,807.00,0
D4torMjWXUQ9XiP4txApcpGqFDGtDdJpNASQ8BEgckpo,"6xqbcfhu453fk8ftq525r3nzqsu2ok7bcgxnxcuzzbde",1811.00,-272.58,-8.21,0.27,0.01,22.22,2,7,8400.00,27,311.00,0
D52tqxJ1BE9kAsmXEiDkiNT9d1kZdqWbieHArcCvojhz,"4ekv3ysaehkqxcerltencrybaxnesad8t8pcg9agjdst",29389.00,28352.00,81.02,23418.00,66.92,41.67,5,7,84000.00,72,1200.00,0
D5nTPw1JbSvd5NKzaNM9JYygNShM5jePZGUUZ9XE9FY8,ekv9hdumwqnxzgq5g6ge6bk1zrhkxyc2wnsfl94sqmlj,128328.00,-18128.00,-29.31,0.00,0.00,0.00,0,2,252000.00,94,2700.00,0
D6nUhQ7o3TQwk243mgVS5hsdkuJk71fxZib3KxY4Upyv,dgj5dhv3y92vve6qmqmrdtvynbqdstzaituwd42e8fcv,133084.00,43118.00,46.53,0.00,0.00,42.86,3,4,318000.00,57,5600.00,0
D9eUJ1ExczdcvivUGcgMBBPkSws1m8KhQM8Q2XrAyAn9,cpsmssqi3p9vmvnqxrdwvbsbcwyuhbggncrw7morbq3g,24045.00,0.00,0.00,0.00,0.00,0.00,0,0,24000.00,1,24000.00,0
D9x71ABhLDEoFDUPQ5Uzt6W3GvL5M2zW3Y4JyvaZgqcN,fumjacuaarcubd4dpwycmivs3sjabbb4vyw7auygwxxh,56415.00,605.08,1.12,5993.50,11.14,33.33,7,14,148000.00,101,1500.00,0
DbFS3c9wpKtJiqFYu83QmpqHDBJtjKY8hqTL9AGZfRir,"7plwmfkbjwc1zmfhulxeynvcwfwxtw7karcjyrq7yl9k",92710.00,39231.00,3.96,-2993.20,-0.30,90.82,89,9,2100000.00,9100,228.00,1
DD3Piv9SmJFDSpzrymATYsSUJPhWbXc5MsapvS8LfKpR,"5ewl8ch5tsebgxe3dvn6mul3jrpkfyx9acn5u3ukzxci",3161.30,75.55,1.84,-415.71,-10.12,50.00,1,1,7500.00,25,301.00,0
DDepLJCKh85bBMUTKVADRYocmiVkLQaRUJ7mRXP3f19Y,"9mxxzyyszfbu6cvn57hkrrgkxfhgk5pytlbqwhzrcczt",8607.40,0.00,0.00,0.00,0.00,0.00,0,0,8600.00,2,4300.00,0
DfMxre4cKmvogbLrPigxmibVTTQDuzjdXojWzjCXXhzj,"61k5vczcbdxpdd8evk6kq4efdgxc7ktrneyb4zwettsx",153696.00,-9743.30,-4.57,0.00,0.00,43.55,27,35,580000.00,1400,422.00,0
DfTv2VrfvqEgXc7Jt5LgNqtCeUYS5sMg1FHcgigsHWxm,"9d9mb8kooffad3sctgztkxqypkshx6ezhbkio89ixyy2",1223367.00,1142.40,0.40,-12225.00,-4.23,50.00,1,1,1500000.00,64,24000.00,0
Dg8kHB2odwLBNMEJhtQP4tFBhMRKzp98cqsdfsJZbCoU,hgrvezf83hm2x5hovx9ec2cbiajtmwfhk6vcuplh4ydy,12181.00,0.00,0.00,0.28,0.63,100.00,2,0,12000.00,15,815.00,0
DGnWBhFELYSesEHWy4VKkBF82KUcqnhmLvizduntbSmC,fumjacuaarcubd4dpwycmivs3sjabbb4vyw7auygwxxh,181155.00,-14481.00,-5.46,-49651.00,-18.73,29.03,18,44,602000.00,389,1500.00,0
DHQDiWfiynv9S5yHgtDt5oKEwzyasZx5V2iSKCUzmUfi,bnefthhpo6ec7jaqaav4w7ugunfuixrw5vazt6hytm82,9696.70,0.00,0.00,-0.58,-0.32,0.00,0,1,9900.00,9,1100.00,0
DiBi2jGtyT9VsuvrZfQFaFTCEkFqwr46qLQmeVnpkDeL,"69zvrff9k7c9dsrtouisoekc7g5lm1gz4mokgrjghsjv",70415.00,0.00,0.00,0.00,0.00,0.00,0,0,70000.00,8,8800.00,0
DJocqRPK2uKWvmR5WnWcd7m8fDw6az1L54R4UuH3GrGN,ccyufsfkwbor2ak9zygfcj18eblqwrrnjebpbc6hkcm8,433019.00,40373.00,1.81,14269.00,0.64,36.46,253,441,4800000.00,55000,87.00,1
DKB6yMXKUm1n7Z7PrvqENJY4QfaVcyGxJvrw31dXvsPC,j28smrhedlyhpzcjlvhexsimifedswfhobhpeqryhdjl,95665.00,0.00,0.00,-0.79,-15.34,0.00,0,1,96000.00,6,16000.00,0
DKgvpfttzmJqZXdavDwTxwSVkajibjzJnN2FA99dyciK,e9ogc72mzwyqmzr5ggb9daogyrssr3uhfwhg1l75rzve,-99209.00,-235036.00,-34.26,-31930.00,-4.65,20.45,9,35,1200000.00,213,5600.00,0
DkMbZ69s3JeVrgAsFYB1aydKM1YE6txR1B9fpqPi3N19,"69zvrff9k7c9dsrtouisoekc7g5lm1gz4mokgrjghsjv",125214.00,-7984.00,-37.77,7713.50,36.49,42.86,3,4,160000.00,85,1900.00,0
DkpnsN75fXo5Q1nTsRoGYgJd3WF6okAwaumGgwqL7nWq,hnhpjpjgbg2kwnimtnw8cvbhvk1hfog3rc3kjnyc23td,883352.00,352663.00,35.28,-4345.00,-0.43,50.00,2,2,2900000.00,116,25000.00,0
DktQVkvLcj2GnEtN7WSBWxTowrW6SkE5Y96nGNUrhbq8,dgj5dhv3y92vve6qmqmrdtvynbqdstzaituwd42e8fcv,23347.00,16108.00,43.88,195.72,0.53,44.44,20,25,86000.00,429,201.00,0
DkzJfbCfGKPJFYxqcTegqhiVFkkYJ5KrqGii9jHE5m2s,"5jn7rnf7cdzcwsgqjmnszuux7gsrpwfjkkjhejhkgijc",129398.00,1881.60,1.05,-16852.00,-9.40,26.09,6,17,420000.00,201,2100.00,0
DL4opwLAZMAq19piMmbRdVuGyj9tfr1Wvn33VtzFTRjz,k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,7784.10,3062.60,11.75,-518.24,-1.99,41.76,38,53,57000.00,490,116.00,0
DmP9joZcFyRiseJWb1TFi7XyCzobhtjC7ij3sGfyx7Sj,e9ogc72mzwyqmzr5ggb9daogyrssr3uhfwhg1l75rzve,19707.00,-22029.00,-7.76,-668.00,-0.24,12.50,1,7,512000.00,381,1300.00,0
DmTgShyq98K4aZNwbe2zbrPgUCdLJpbFVadeEdJLAzos,"4coxh8r1qbbazxrftax8hdanue9uqpjc1tpczwaytpdi",27913.00,4648.60,4.83,-458.10,-0.48,36.36,24,42,211000.00,315,670.00,0
DNBRsfgRTJhmuBFxkzxNZ4NtfRF4RdFwyjFcq3NeQ826,a143tyyy9h9mzksvbkbfqvbik3rdurpfbdlttfswnvua,23020.00,-6921.20,-5.60,0.00,0.00,36.36,20,35,270000.00,446,606.00,0
DNfuF1L62WWyW3pNakVkyGGFzVVhj4Yr52jSmdTyeBHm,e9ogc72mzwyqmzr5ggb9daogyrssr3uhfwhg1l75rzve,472754.00,163645.00,35.48,-24622.00,-5.34,55.77,29,23,1100000.00,293,3700.00,0
Dp9VmFmpNu6fG2qxUM5YyJ8sEwCGhMT9XSV1iXEvSnvn,lat4msxv2gpyjqsucbz7xmv1g7deotoxvbf4pevl6be,21874.00,1586.60,2.43,-102.89,-0.16,66.67,2,1,152000.00,29,5200.00,0
DPLvqFpECwttz2YcdJahWsftuxuc94ScN3inzoMLDUS,"9sef2pwchp9qb6rfanp6rvuevu8hpmza4tnsyzwipgme",23654.00,2416.70,1.97,-749.32,-0.61,51.52,68,64,263000.00,1000,258.00,0
DPxFjdSorq3h4uQ7Wz7aX1pssiwwUZhNz1NFjgrgnwYS,"6wftd8otqyx98jokh7fw816vdwzb2cud8tclyjpfzggd",12086.00,1609.20,1.31,0.00,0.00,39.25,42,65,256000.00,397,645.00,0
DqAqedmgCWaYSsotVpCqYwRHbyvD5DFEQWJei6yPbZoA,"94fd4trlwf9whhttisyn8pczqsbkmbnd2mvdbyywudu9",131560.00,8982.60,118.46,137.22,1.81,50.00,3,3,146000.00,66,2200.00,0
DQGJrrEmprxDMzWAtC9qXpW1Cmpna1Pn7aQYgciT8YGr,hnxndek9suxvn12urquccxc267bwm1n472dhcvjmj35,8928.20,8928.20,19.42,3928.00,8.54,40.00,2,3,100000.00,46,2200.00,0
DrCSJ1Qmn4HHoJdf7GSNYxZVGRdwQ8utco9qrdsiUhhK,"6bgnw8p1snpvwobmhbaffewh726gzxlyudizi31xurv3",20258.00,6828.70,7.65,-2.98,0.00,40.30,27,40,197000.00,592,333.00,0
DRX7CYACQGcSwXUdDyvaA5zoPUfZ8cvqt3Lo3fdMVvzu,"2r8ukqj5acyw4g54vccgnwfbhyctjheyztzevwwueqdm",1456.70,-1.45,-1.30,0.00,0.00,0.00,0,1,1700.00,8,210.00,0
DSZpxKreV3qhEG5qZj5QEDn8ADZ8R1hHMkY81NURUnoc,"9mxxzyyszfbu6cvn57hkrrgkxfhgk5pytlbqwhzrcczt",4810.70,0.00,0.00,0.00,0.00,0.00,0,0,4800.00,1,4800.00,0
DtMoxzSyb8kQirc34kTf4zb4H7DT7zDZEVsor7BUP6U2,"2hplggfkagpkxuj7hu1qxl1dnhxvdnjbjmsgna15unec",4921.70,1940.50,18.37,0.00,0.00,33.33,1,2,26000.00,40,651.00,0
DuN1wQwijt8iBaddg1gpcmfAQToAFo5FfxCsyWk8ascD,"22wrmytj8x2trvqen3fxxi2r4rn6jdhwomtpssmn8rud",506938.00,0.00,0.00,0.00,0.00,0.00,0,0,507000.00,61,8300.00,0
DuQabFqdC9eeBULVa7TTdZYxe8vK8ct5DZr4Xcf7docy,"8q1yvtrv5wlt8gacj83idppw2rrxetwamhjxszvo4pvd",24465.00,-9017.50,-4.82,-130.29,-0.07,35.56,16,29,395000.00,274,1400.00,0
DVDn9xeWbqXSjyvCUKuqybfrL83TmVS7apJvmaK9g4Ds,hsemlnpwz3fk9innmpucxs6nsqoi7y3n941exyz9anbq,164481.00,-33264.00,-27.59,0.00,0.00,0.00,0,1,406000.00,350,1200.00,0
DwSZnz2uUNmkAEx9r1jXBeUjgHXF7mtdvFZSfsLxNHyP,"8vy7f7rpncrbaf6h13xhogrp68vumewvfqemurfkqgld",17542.00,16993.00,429.92,-161.87,-4.10,50.00,2,2,25000.00,22,1100.00,0
DWvAGkfeHTNd2SWkQh6LsaxEmR3TLn1VuxCZiyb1r98Z,"3mgxf9vvdd82e75bovuajps1wymjozcao4mb6zpqdjnv",188514.00,-17904.00,-2.73,-172778.00,-26.35,0.00,0,12,979000.00,229,4300.00,0
DxALqPDqSoM3g7YFAWtpk6MnGDMKoyGoL95hmkcKGdNk,"48hfmdnyynuat6r2tdtp2ljan3rcpoypai3pakvzefte",13557.00,-4684.20,-10.21,0.00,0.00,22.22,2,7,105000.00,113,932.00,0
DYmsQudNqJyyDvq86XmzAvrU9T7xwfQEwh6gPQw9TPNF,edpqmvu9okrtnkn8k3tvqwpew6uadexbemdpn7y3hvs2,79914.00,-6286.70,-1.76,-13955.00,-3.91,25.86,30,86,725000.00,1000,692.00,0
DyNuZx2wGPL7HhsrDpzgL1CEFWzuvd6d7VgnGHjWJK5Q,gc1utsxrrlauwby3uwsemjuxhjmjhhv1sxj9a1jhvyxp,13144.00,-74.25,-1.11,0.00,0.00,0.00,0,1,27000.00,44,604.00,0
DyzxdsJu97r67i6o5Df8yiL9ea71j1QancUoLDViKr6T,emb95ywjfmu5p2n9ee7juesbgkmgxwsampzcrz9riths,18167.00,16321.00,23.16,19108.00,27.11,14.29,1,6,134000.00,336,398.00,0
DzXyo2LaWkofzKC1ZTu7pD8B6m68fh47tVSUBAYLQJr9,k6faeyhobwjmcdp6wozwzh4wq8aqw24y8rc8gmv6sxz,3571.10,-331.92,-1.74,-160.44,-0.84,26.83,11,30,40000.00,233,173.00,0
E1ED87qzdUPfK2zTLgYGatEnuo1pLHfukTLUjxxG7j7y,"7cckzmrxbpfhwyzgpqpukl6beywaetsnhwnwe3jenevc",31604.00,-45156.00,-12.09,0.00,0.00,34.85,23,43,779000.00,628,1200.00,0
E2Nz92YTiwotrkZK86sXYEQBZP5fgTGx6177gwY1HtyA,q2sphpduwfmg7m7wwrqklrn619caucfrsmhvjffodsp,-394424.00,-396356.00,-11.65,-50342.00,-1.48,21.31,13,48,6200000.00,656,9400.00,0
E2qDMn8rrahbv61rcRmC2TA7Dz6WfY6gwki6s9g54BzU,gc1utsxrrlauwby3uwsemjuxhjmjhhv1sxj9a1jhvyxp,14355.00,14355.00,106.68,162.58,1.21,100.00,1,0,41000.00,25,1600.00,0
E3f7B3TgNsZ4qxDcWzJWZg8H31T2e7a3Fc9T815SqB1P,fiovvnhbghitj5ozudrdzm4ci5reeugua9ds3cvaxsdd,9095.40,4432.70,10.06,-365.35,-0.83,45.45,10,12,96000.00,273,351.00,0
E4gYxL9e1YN1LzPHNDrTwnM4qVJTncNDpwi7greUubLn,"47anmr2xe2pe8t8rmcctugagvyqn5f4ecgyf9vfruzcv",65580.00,-2270.60,-4.39,0.00,0.00,28.57,2,5,169000.00,155,1100.00,0
E4N9fA3UAzJixMoSWBkyVggBwnHDbW53xhmiNmdEo4wV,"3mgxf9vvdd82e75bovuajps1wymjozcao4mb6zpqdjnv",31792.00,-32383.00,-24.03,-9279.80,-6.89,0.00,0,1,285000.00,24,12000.00,0
E7bzuQoG9PLkhqZ79scuGyAJxSW5eJQMLQC1Gj4uNtmU,j28smrhedlyhpzcjlvhexsimifedswfhobhpeqryhdjl,80169.00,-7968.90,-6.91,268.72,0.23,20.00,1,4,239000.00,500,477.00,0
E82uKSzbi1YHuEPDkVV93xz5zE7phNeMmENQieyyX3kH,"4xxm4cdb6mescxm52xvyqknbzvdewwspdzrbctqvguar",83939.00,0.00,0.00,32266.00,37.57,37.50,3,5,170000.00,51,3300.00,0
E8pE6owAwdcws7PtHXUHZ1tn8YtavpoesGaJFbrTbi4n,"5dt1rtljtcozawmrahpinwiffhjhswnxiwq3f2w7zshn",7024.30,-1964.70,-1.46,0.00,0.00,29.41,5,12,276000.00,844,327.00,0
E97KSuMRkrXzaQto3xXeaUt6PAdLZ1qpnAFqHWzbT1wc,"7rnh8h2bhutyympxyxjwphh2ks7dx7kaan2t7yse8ymr",-2888.40,-2888.40,-10.71,0.00,0.00,37.50,3,5,51000.00,38,1300.00,0
EB9ARVdYq4B3Ks4ykVdy8rhMb3XEDX2vxfw8ypefuutf,hgrvezf83hm2x5hovx9ec2cbiajtmwfhk6vcuplh4ydy,48084.00,0.00,0.00,0.00,0.00,0.00,0,0,48000.00,13,3700.00,0
EbM3WNbuRwv2Z4w81c92zQ6bMhdMDCjU1KjJCM7N6yUT,atvvfpswrivibtv4fw9ewq3suuxgcavp4hzx8jbxtucq,8145.20,-1.41,-0.55,0.00,0.00,0.00,0,1,8700.00,41,211.00,0
EBn4d365vGhrXNAjJai9UTQJwJgoMCz5FD1Uqduh5imL,grk5zr5lbnwlsda45pskc81dmn9ycmge5cirxujthkrl,9142.40,0.00,0.00,0.00,0.00,0.00,0,0,9100.00,1,9100.00,0
Ec2Xp9ioE8e2FNNqKY1EqaqK9mDJnLTmSCXc51MjqSvX,"6xqbcfhu453fk8ftq525r3nzqsu2ok7bcgxnxcuzzbde",10840.00,441.62,3.07,0.00,0.00,41.30,19,27,40000.00,142,279.00,0
